unit_name,date_day,hours_text,week_start_date,scraped_at
SJSU Library Hours,Feb 26  Wednesday,8am – 12am,2025-02-23,2026-04-29T02:24:23
SJSU Library Hours,Feb 27  Thursday,8am – 12am,2025-02-23,2026-04-29T02:24:23
SJSU Library Hours,Feb 28  Friday,8am – 6pm,2025-02-23,2026-04-29T02:24:23
SJSU Library Hours,Mar 01  Saturday,8am – 6pm,2025-02-23,2026-04-29T02:24:23
SJSU Library Hours,Mar 02  Sunday,1pm – 12am,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 03  Monday,8am – 12am,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 04  Tuesday,8am – 12am,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 05  Wednesday,8am – 12am,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 06  Thursday,8am – 12am,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 07  Friday,8am – 6pm,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 08  Saturday,8am – 6pm,2025-03-02,2026-04-29T02:24:24
SJSU Library Hours,Mar 09  Sunday,1pm – 12am,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 10  Monday,8am – 12am,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 11  Tuesday,8am – 12am,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 12  Wednesday,8am – 12am,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 13  Thursday,8am – 12am,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 14  Friday,8am – 6pm,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 15  Saturday,8am – 6pm,2025-03-09,2026-04-29T02:24:24
SJSU Library Hours,Mar 16  Sunday,1pm – 12am,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 17  Monday,8am – 12am,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 18  Tuesday,8am – 12am,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 19  Wednesday,8am – 12am,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 20  Thursday,8am – 12am,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 21  Friday,8am – 6pm,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 22  Saturday,8am – 6pm,2025-03-16,2026-04-29T02:24:25
SJSU Library Hours,Mar 23  Sunday,1pm – 12am,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 24  Monday,8am – 12am,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 25  Tuesday,8am – 12am,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 26  Wednesday,8am – 12am,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 27  Thursday,8am – 12am,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 28  Friday,8am – 6pm,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 29  Saturday,8am – 6pm,2025-03-23,2026-04-29T02:24:26
SJSU Library Hours,Mar 30  Sunday,1pm – 6pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Mar 31  Monday,Closed,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 01  Tuesday,8am – 8pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 02  Wednesday,8am – 8pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 03  Thursday,8am – 8pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 04  Friday,8am – 6pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 05  Saturday,8am – 6pm,2025-03-30,2026-04-29T02:24:27
SJSU Library Hours,Apr 06  Sunday,8am – 12am,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 07  Monday,8am – 12am,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 08  Tuesday,8am – 12am,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 09  Wednesday,8am – 12am,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 10  Thursday,8am – 12am,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 11  Friday,8am – 6pm,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 12  Saturday,8am – 6pm,2025-04-06,2026-04-29T02:24:27
SJSU Library Hours,Apr 13  Sunday,1pm – 12am,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 14  Monday,8am – 12am,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 15  Tuesday,8am – 12am,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 16  Wednesday,8am – 12am,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 17  Thursday,8am – 12am,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 18  Friday,8am – 6pm,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 19  Saturday,8am – 6pm,2025-04-13,2026-04-29T02:24:28
SJSU Library Hours,Apr 20  Sunday,1pm – 12am,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 21  Monday,8am – 12am,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 22  Tuesday,8am – 12am,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 23  Wednesday,8am – 12am,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 24  Thursday,8am – 12am,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 25  Friday,8am – 6pm,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 26  Saturday,8am – 6pm,2025-04-20,2026-04-29T02:24:29
SJSU Library Hours,Apr 27  Sunday,1pm – 12am,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,Apr 28  Monday,8am – 12am,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,Apr 29  Tuesday,8am – 12am,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,Apr 30  Wednesday,8am – 12am,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,May 01  Thursday,8am – 12am,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,May 02  Friday,8am – 6pm,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,May 03  Saturday,8am – 6pm,2025-04-27,2026-04-29T02:24:30
SJSU Library Hours,May 04  Sunday,1pm – 12am,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 05  Monday,8am – 12am,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 06  Tuesday,8am – 12am,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 07  Wednesday,8am – 12am,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 08  Thursday,8am – 12am,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 09  Friday,8am – 6pm,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 10  Saturday,8am – 6pm,2025-05-04,2026-04-29T02:24:30
SJSU Library Hours,May 11  Sunday,1pm – 12am,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 12  Monday,8am – 12am,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 13  Tuesday,8am – 12am,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 14  Wednesday,24 Hours,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 15  Thursday,24 Hours,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 16  Friday,24 Hours  (till midnight),2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 17  Saturday,8am – 6pm,2025-05-11,2026-04-29T02:24:31
SJSU Library Hours,May 18  Sunday,1pm – 12am,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 19  Monday,24 Hours,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 20  Tuesday,24 Hours,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 21  Wednesday,12am – 8pm,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 22  Thursday,8am – 8pm,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 23  Friday,8am – 6pm,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 24  Saturday,8am – 6pm,2025-05-18,2026-04-29T02:24:32
SJSU Library Hours,May 25  Sunday,1pm – 6pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 26  Monday,Closed,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 27  Tuesday,8am – 8pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 28  Wednesday,8am – 8pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 29  Thursday,8am – 8pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 30  Friday,8am – 6pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,May 31  Saturday,8am – 6pm,2025-05-25,2026-04-29T02:24:33
SJSU Library Hours,Jun 01  Sunday,1pm – 6pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 02  Monday,8am – 8pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 03  Tuesday,8am – 8pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 04  Wednesday,8am – 8pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 05  Thursday,8am – 8pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 06  Friday,8am – 6pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 07  Saturday,8am – 6pm,2025-06-01,2026-04-29T02:24:33
SJSU Library Hours,Jun 08  Sunday,1pm – 6pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 09  Monday,8am – 8pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 10  Tuesday,8am – 8pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 11  Wednesday,8am – 8pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 12  Thursday,8am – 8pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 13  Friday,8am – 6pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 14  Saturday,8am – 6pm,2025-06-08,2026-04-29T02:24:34
SJSU Library Hours,Jun 15  Sunday,1pm – 6pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 16  Monday,8am – 8pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 17  Tuesday,8am – 8pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 18  Wednesday,8am – 8pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 19  Thursday,Closed,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 20  Friday,8am – 6pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 21  Saturday,8am – 6pm,2025-06-15,2026-04-29T02:24:35
SJSU Library Hours,Jun 22  Sunday,1pm – 6pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 23  Monday,8am – 8pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 24  Tuesday,8am – 8pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 25  Wednesday,8am – 8pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 26  Thursday,8am – 8pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 27  Friday,8am – 6pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 28  Saturday,8am – 6pm,2025-06-22,2026-04-29T02:24:36
SJSU Library Hours,Jun 29  Sunday,1pm – 6pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jun 30  Monday,8am – 8pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 01  Tuesday,8am – 8pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 02  Wednesday,8am – 8pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 03  Thursday,8am – 8pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 04  Friday,Closed,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 05  Saturday,8am – 6pm,2025-06-29,2026-04-29T02:24:36
SJSU Library Hours,Jul 06  Sunday,1pm – 6pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 07  Monday,8am – 8pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 08  Tuesday,8am – 8pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 09  Wednesday,8am – 8pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 10  Thursday,8am – 8pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 11  Friday,8am – 6pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 12  Saturday,8am – 6pm,2025-07-06,2026-04-29T02:24:37
SJSU Library Hours,Jul 13  Sunday,1pm – 6pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 14  Monday,8am – 8pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 15  Tuesday,8am – 8pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 16  Wednesday,8am – 8pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 17  Thursday,8am – 8pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 18  Friday,8am – 6pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 19  Saturday,8am – 6pm,2025-07-13,2026-04-29T02:24:38
SJSU Library Hours,Jul 20  Sunday,1pm – 6pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 21  Monday,8am – 8pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 22  Tuesday,8am – 8pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 23  Wednesday,8am – 8pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 24  Thursday,8am – 8pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 25  Friday,8am – 6pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 26  Saturday,8am – 6pm,2025-07-20,2026-04-29T02:24:39
SJSU Library Hours,Jul 27  Sunday,1pm – 6pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Jul 28  Monday,8am – 8pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Jul 29  Tuesday,8am – 8pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Jul 30  Wednesday,8am – 8pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Jul 31  Thursday,8am – 8pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Aug 01  Friday,8am – 6pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Aug 02  Saturday,8am – 6pm,2025-07-27,2026-04-29T02:24:39
SJSU Library Hours,Aug 03  Sunday,1pm – 6pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 04  Monday,8am – 8pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 05  Tuesday,8am – 8pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 06  Wednesday,8am – 8pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 07  Thursday,8am – 8pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 08  Friday,8am – 6pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 09  Saturday,8am – 6pm,2025-08-03,2026-04-29T02:24:40
SJSU Library Hours,Aug 10  Sunday,1pm – 6pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 11  Monday,8am – 8pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 12  Tuesday,8am – 8pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 13  Wednesday,8am – 8pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 14  Thursday,8am – 8pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 15  Friday,8am – 6pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 16  Saturday,8am – 6pm,2025-08-10,2026-04-29T02:24:41
SJSU Library Hours,Aug 17  Sunday,1pm – 6pm,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 18  Monday,8am – 8pm,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 19  Tuesday,8am – 8pm,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 20  Wednesday,8am – 12am,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 21  Thursday,8am – 12am,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 22  Friday,8am – 6pm,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 23  Saturday,8am – 6pm,2025-08-17,2026-04-29T02:24:42
SJSU Library Hours,Aug 24  Sunday,1pm – 12am,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 25  Monday,8am – 12am,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 26  Tuesday,8am – 12am,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 27  Wednesday,8am – 12am,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 28  Thursday,8am – 12am,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 29  Friday,8am – 6pm,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 30  Saturday,8am – 6pm,2025-08-24,2026-04-29T02:24:42
SJSU Library Hours,Aug 31  Sunday,1pm – 12am,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 01  Monday,Closed,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 02  Tuesday,8am – 12am,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 03  Wednesday,8am – 12am,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 04  Thursday,8am – 12am,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 05  Friday,8am – 6pm,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 06  Saturday,8am – 6pm,2025-08-31,2026-04-29T02:24:43
SJSU Library Hours,Sep 07  Sunday,1pm – 12am,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 08  Monday,8am – 12am,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 09  Tuesday,8am – 12am,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 10  Wednesday,8am – 12am,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 11  Thursday,8am – 12am,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 12  Friday,8am – 6pm,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 13  Saturday,8am – 6pm,2025-09-07,2026-04-29T02:24:44
SJSU Library Hours,Sep 14  Sunday,1pm – 12am,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 15  Monday,8am – 12am,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 16  Tuesday,8am – 12am,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 17  Wednesday,8am – 12am,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 18  Thursday,8am – 12am,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 19  Friday,8am – 6pm,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 20  Saturday,8am – 6pm,2025-09-14,2026-04-29T02:24:45
SJSU Library Hours,Sep 21  Sunday,1pm – 12am,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 22  Monday,8am – 12am,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 23  Tuesday,8am – 12am,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 24  Wednesday,8am – 12am,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 25  Thursday,8am – 12am,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 26  Friday,8am – 6pm,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 27  Saturday,8am – 6pm,2025-09-21,2026-04-29T02:24:45
SJSU Library Hours,Sep 28  Sunday,1pm – 12am,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Sep 29  Monday,8am – 12am,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Sep 30  Tuesday,8am – 12am,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Oct 01  Wednesday,8am – 12am,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Oct 02  Thursday,8am – 12am,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Oct 03  Friday,8am – 6pm,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Oct 04  Saturday,8am – 6pm,2025-09-28,2026-04-29T02:24:46
SJSU Library Hours,Oct 05  Sunday,1pm – 12am,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 06  Monday,8am – 12am,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 07  Tuesday,8am – 12am,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 08  Wednesday,8am – 12am,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 09  Thursday,8am – 12am,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 10  Friday,8am – 6pm,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 11  Saturday,8am – 6pm,2025-10-05,2026-04-29T02:24:47
SJSU Library Hours,Oct 12  Sunday,1pm – 12am,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 13  Monday,8am – 12am,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 14  Tuesday,8am – 12am,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 15  Wednesday,8am – 12am,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 16  Thursday,8am – 12am,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 17  Friday,8am – 6pm,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 18  Saturday,8am – 6pm,2025-10-12,2026-04-29T02:24:48
SJSU Library Hours,Oct 19  Sunday,1pm – 12am,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 20  Monday,8am – 12am,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 21  Tuesday,8am – 12am,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 22  Wednesday,8am – 12am,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 23  Thursday,8am – 12am,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 24  Friday,8am – 6pm,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 25  Saturday,8am – 6pm,2025-10-19,2026-04-29T02:24:48
SJSU Library Hours,Oct 26  Sunday,1pm – 12am,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Oct 27  Monday,8am – 12am,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Oct 28  Tuesday,8am – 12am,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Oct 29  Wednesday,8am – 12am,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Oct 30  Thursday,8am – 12am,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Oct 31  Friday,8am – 6pm,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Nov 01  Saturday,8am – 6pm,2025-10-26,2026-04-29T02:24:49
SJSU Library Hours,Nov 02  Sunday,1pm – 12am,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 03  Monday,8am – 12am,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 04  Tuesday,8am – 12am,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 05  Wednesday,8am – 12am,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 06  Thursday,8am – 12am,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 07  Friday,8am – 6pm,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 08  Saturday,8am – 6pm,2025-11-02,2026-04-29T02:24:50
SJSU Library Hours,Nov 09  Sunday,1pm – 12am,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 10  Monday,8am – 12am,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 11  Tuesday,Closed,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 12  Wednesday,8am – 12am,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 13  Thursday,8am – 12am,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 14  Friday,8am – 6pm,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 15  Saturday,8am – 6pm,2025-11-09,2026-04-29T02:24:51
SJSU Library Hours,Nov 16  Sunday,1pm – 12am,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 17  Monday,8am – 12am,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 18  Tuesday,8am – 12am,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 19  Wednesday,8am – 12am,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 20  Thursday,8am – 12am,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 21  Friday,8am – 6pm,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 22  Saturday,8am – 6pm,2025-11-16,2026-04-29T02:24:51
SJSU Library Hours,Nov 23  Sunday,1pm – 12am,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 24  Monday,8am – 12am,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 25  Tuesday,8am – 12am,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 26  Wednesday,8am – 12am,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 27  Thursday,Closed,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 28  Friday,Closed,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 29  Saturday,8am – 6pm,2025-11-23,2026-04-29T02:24:52
SJSU Library Hours,Nov 30  Sunday,1pm – 12am,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 01  Monday,8am – 12am,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 02  Tuesday,8am – 12am,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 03  Wednesday,8am – 12am,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 04  Thursday,8am – 12am,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 05  Friday,8am – 6pm,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 06  Saturday,8am – 6pm,2025-11-30,2026-04-29T02:24:53
SJSU Library Hours,Dec 07  Sunday,1pm – 12am,2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 08  Monday,8am – 12am,2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 09  Tuesday,8am – 12am,2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 10  Wednesday,24 Hours,2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 11  Thursday,24 Hours,2025-12-07,2026-04-29T02:24:54
